"Date/Time","Optimal Electric Demand kWh (Student 013 > Electric Meter) [(kWh)]","Predicted Electric Demand kWh (Student 013 > Electric Meter) [(kWh)]"
"2016-06-25 09:00:00",82.7225,81.38325
"2016-06-25 17:00:00",56.8,70.1973625
"2016-06-26 01:00:00",56.545,64.3805
"2016-06-26 09:00:00",63.48,72.5029625
"2016-06-26 17:00:00",58.80125,66.077925
"2016-06-27 01:00:00",57.86,59.9869125
"2016-06-27 09:00:00",176.43125,161.85135
"2016-06-27 17:00:00",214.2325,240.1768375
"2016-06-28 01:00:00",97.91375,133.6462875
"2016-06-28 09:00:00",187.725,158.93455
"2016-06-28 17:00:00",246.0275,241.629675
"2016-06-29 01:00:00",136.8475,142.3802625
"2016-06-29 09:00:00",173.02625,158.1992875
"2016-06-29 17:00:00",248.315,243.6436125
"2016-06-30 01:00:00",136.53625,143.8805375
"2016-06-30 09:00:00",166.41375,153.7693625
"2016-06-30 17:00:00",242.16125,240.933125
"2016-07-01 01:00:00",131.54375,146.5636
"2016-07-01 09:00:00",149.355,147.947725
"2016-07-01 17:00:00",177.9175,172.860525
"2016-07-02 01:00:00",90.19,91.3763625
"2016-07-02 09:00:00",77.87625,82.3044
"2016-07-02 17:00:00",58.15875,71.316425
"2016-07-03 01:00:00",59.815,70.26645
"2016-07-03 09:00:00",62.48625,73.8604125
"2016-07-03 17:00:00",57.51125,66.1425875
"2016-07-04 01:00:00",58.93375,61.7864875
"2016-07-04 09:00:00",189.55,165.6929
"2016-07-04 17:00:00",223.52,236.9395875
